sentence,label
 واسه همین همه اش رو میزنه به سرش و می خوابه,محاوره
خب با آن کار مدال ت به راه هست دیگر,رسمی
  اما زمین های طلایی را در پیش دارم  ,محاوره
نیروی جایگزین هستید؟ نه قربان,رسمی
  آره  دیدمت  پدر و مادرم هم احتمالا دیدنت,محاوره
خودت رو می بینی برای چند هفته این جا کنار استخر نشستی؟,محاوره
  فکر کنم باید یه دکتر بری,محاوره
سه مایل عمق  استحکامات میدانی تجهیزات دفاعی  توپخانه,محاوره
تنها راه ورود و خروج از اینجا پنجره هست,رسمی
چند عدد سرباز آلمانی که از گردانشون عقب‌افتاده بودن برای ما دردسرساز شدن,رسمی
که در این دنیای پرمحنت گمگشته‌ام,رسمی
 باید صبر کنی تا گردان اول بیاد,محاوره
اگر به هر طریقی به سرهنگ مک کنزی رسیدی,رسمی
 ولی مطمئنا قراره گند بزنن به آخر هفته مون,محاوره
ولی اگر می‌خواهی برویم یک هتل مسخره تو شهر,رسمی
در آن سرزمین تابناکی که رهسپارش هستم وجود ندارد,رسمی
فکر کنم این زیادی اسون باشد,رسمی
  تو رو آدم خاصی نمی کنه  برای هیچکس تفاوتی ایجاد نمی کنه,محاوره
بنظر <عدد> مایل عقبتر  در این نقطه یه خط جدید ساختن,محاوره
اونجا سنگر هست قربان؟ یا جایی که بشه ازش پایین پرید؟,محاوره
تاحالا چاه دستشویی به این مزخرفی ندیدم,رسمی
 خب  تا جایی که می دونم ستوان بلیک با افرادش رفته,محاوره
  ما  گمونم  دو به یکه,محاوره
یادته چه بوی بدی راه افتاده بود؟,محاوره
پوششی هست قربان؟ جایی که بشود از او حمله کرد؟,رسمی
آب داغ باز هم کار نمی‌کند,رسمی
من می‌روم با آن صحبت کنم اصلاً کار جالبی نکرده,رسمی
سرباز بلیک در راه نجات هم رزمش ,محاوره
میدونم راه سخت و پردردسری دارم  ,محاوره
یعنی من اصلاً حرفی درون این قضیه ندارم نه؟,رسمی
موش ها دست از سر ما برداشتن ولی از اون سیر نمی شدن,محاوره
  در این دنیای پر از غصه سیاحت می کنم  ,محاوره
در خط مقدم به پیش بروید تا جوخه یورکس را پیدا کنید,رسمی
میدانم که مسیرم سخت   و دشوار خواهد بود,محاوره
مولی تو کالج منم سال آخرم,رسمی
دنیل  من وسایلتو برنداشتم  باور کن,محاوره
ارتش آلمان یه کلکی توی کارشه,محاوره
 سرجوخه بلیک در راه نجات همرزشم شجاعتی ستودنی از خود نشان داد   و او را از مرگ حتمی نجات داد ,محاوره
اگر نتونید این را برسانید یک قتل‌عام رخ می‌دهد,رسمی
ما گروهان دلتا هستیم شب کلاً داشتیم سنگر می‌کندیم,رسمی
چه خبره پسر کوچولو امضاش کن,رسمی
یه شکاف کوچیک درست پشتش هست,محاوره
طبق نقشه  باید از اون لبه رد شیم  و مستقیم می رسیم ایکوست,محاوره
تو چه می‌دانی به زور انگلیسی حرف می‌زنی,رسمی
  بهتره حداقل صبر کنیم  هوا تاریک بشه,محاوره
متنفرم از اینکه اینها بیفته دست آلمانها پس وقتی به سمتتون تیراندازی کردن,محاوره
چه کار داری می‌کنی؟ باید جلوی این حمله را بگیرم,رسمی
فکر می‌کردم می‌خواهند ما را برای پشتیبانی یا غذا و آذوقه بفرستند,رسمی
هی راننده چطور هست بجای اینکارا یکمم سعی کنی درون جاده حرکت کنی,رسمی
یک تکه قلع نیست روش نوار هم هست,رسمی
پس تا زمان غروب آفتاب وقت داریم ,محاوره
مثل خر ترسیدم فکر کردم خونوادتن,رسمی
  عیبی نداره خودم بهش گفتم که میتونه,محاوره
 از منطقه بی طرف خارج از باکوم رد شدیم,محاوره
برود توکیو آن گروهبان,رسمی
کنارش یه راه کوچیک هست ,محاوره
آخه از کجا تو اینا رو میدونی؟,محاوره
اکثر بچه ها میلشون رو توی <عدد> <عدد> سالگی نشون میدن,محاوره
< > فقط میروم به اردن < >,محاوره
لاشه ها مفیدن  چون موقع تاریکی میشه بوی اونا رو دنبال کرد ,محاوره
  بخوام از همچین آدمی خرید کنم,محاوره
مردان زیادی برای این مردن,رسمی
 میخوام خیلی سریع برید بالا  متوجهید؟ متوجهید یا نه؟,محاوره
 امربر رو احضار کنین  به زخمی ها برسین ,محاوره
وقتی که اون منو دزدید حامله بودم,محاوره
ولی فک میکنم خیلیا این حرفو میزنن چون  ,محاوره
به تو نمی‌خورد اینقدر گرسنه باشی,رسمی
رفیق چه داری می‌گویی؟ راستش را دارم میگم,رسمی
بی خیال  این شماره هفته,محاوره
من یک جنین با اسپرم تو درون بدنم دارم,رسمی
خب  خودش این پایین میاد؟,محاوره
آنها با الکی به دریا رفتند,رسمی
  زودباشین بچه ها  برا آخرین بار  آره  یک  دو  سه,محاوره
فکرنمیکنم اونقدرا هم گرسنه باشی ,محاوره
لعنت به آن باز چه شده؟ نگو یک درخت دیگر است,رسمی
هل نده پس برو کنار,رسمی
آدم ها برای اون جون دادن,محاوره
منظورم این هست عزیزم اصلاً تاحالا این ملافه‌ها را عوض کردند,رسمی
کل سنگر دارد فرومیریزد زودباش برویم,رسمی
  زودباشین بچه ها  اون یه تیر به پاش خورده,محاوره
 با یه شب آروم و مقامات فکر کردن هانی ها رفتن خونه؟,محاوره
 دارن عقب نشینی می کنن  خیلی عقب رفتن حداقل پدرشون رو درآوردیم,محاوره
انگار دیگه هیچ چیز بیرون از اینجا وجود نداره,محاوره
تمام هفته اخم کنی یا می‌خواهی خوش بگذرانی؟,رسمی
نه من نمی‌توانم با مولی و دنیل باشم,رسمی
نگاه تو برو سرگرمشون کن,رسمی
دستور از طرف ژنرال فقط بگذار من بروم,رسمی
  به سوی رود اردن خواهم رفت  ,محاوره
هی سرسختی‌ات را تحسین می‌کنم بچه,رسمی
وقتی برای آن نامه نوشت همه‌اش از کمبود وسایل استحمام ناله کرد,رسمی
مکن مجبور بشوی یخورده جمع‌و‌جور بنشینی,رسمی
 اگه این نامه بهشون نرسه حمام خون راه میوفته ,محاوره
  کل شب طول کشید,محاوره
با یک فرمانده فرانسوی عوضش کردم,رسمی
ببین من بقیه زندگی کوفتی مو اینجا نمی گذرونم,محاوره
  تو که از نیروهای ما نیستی  خیر قربان ,محاوره
 برادرت رو باید پیدا کنیم باید همین الان بریم,محاوره
پوششی هست قربان؟ جایی که از او بپریم؟,رسمی
  هواکش ها خیلی کوچک هستن  هیچکس صدامون رو نمی شنوه,محاوره
این حمله نباید انجام بشود دستور توقف به شما داده‌شده,رسمی
دو شب پیش دخلشون را آوردن,رسمی
بلیک اگر باهوش نباشیم به برادرت نمی‌رسیم,رسمی
دنیل قسم می‌خورم من برش نداشتم,رسمی
  بیا راه باز شد می تونی رد بشی,محاوره
فک میکنی داری کجا میری؟,محاوره
بیا کمی از مال من بخور,رسمی
ما از سمت اکو است می‌رویم تا یک جایی از مسیر می‌توانیم تو را ببریم,رسمی
ولی بخاطر اینکه حال خودتو خوب کنی با برادر من  لاس نزن,محاوره
من مدت طولانی ای اینجام  بعضی وقتا   حس می کنم که,محاوره
خیلی خوب صبحانه برای شام,رسمی
ببین مادربزرگ هیچ‌چیز از این بدتر نیست,رسمی
متقاعد شده که تو چنگشونه,رسمی
